INPUT:first_title	INPUT:second_title	INPUT:first_url	INPUT:second_url	INPUT:first_text	INPUT:second_text	GOLDEN:quality
https://slovodel.com/561431-upotreblenie-alkogolya-mozhet-uvelichit-uyazvimost-immuniteta-pered-covid-19	https://tv.ua/trend/science/1847677-uchenye-rasskazali-kak-kurenie-vliyaet-na-seks	Употребление алкоголя может увеличить уязвимость иммунитета перед COVID-19	Ученые рассказали, как курение влияет на секс	Миф о том, что крепкий алкоголь может якобы убить вирус является дезинформацией. В Роспотребнадзоре подчеркнули, что уязвимость людей перед COVID-19 повышается при частом употреблении алкоголя. На сайте ведомства отмечается, что особенно в период пандемии необходимо по минимуму распивать спиртные напитки. Алкоголь уносит жизни более 3 миллионов человек в год, напомнили в Роспотребнадзоре. Ведомство рассказало, что в Европе зафиксирован самый высокий уровень смертности от последствий употребления алкогольных напитков и вызванных на этом фоне психических расстройств. 11 марта ВОЗ объявила, что вспышка коронавируса нового типа переросла в пандемию. Сейчас в мире отмечается более 5,5 миллиона случаев коронавирусной инфекции, умерли более 337 тысяч человек.	Курение после секса для многих уже вошло в привычку, однако подобный ритуал способен в будущем ухудшить качество интимной жизни человека. По словам сексолога Оксаны Ефремовой, сигаретный дым воздействует на человека комплексно и только негативно. Возникают проблемы с зубами, ухудшается качество кожи, а во время физических нагрузок появляется одышка. Курение также вызывает дегенеративные процессы в сосудах и капиллярах, которые отвечают за прилив крови к эрогенным зонам, в том числе половому члену. Мужчины могут столкнуться с проблемами во время полового акта. Сексолог отметила, что мужчины, которые хотят получать удовольствие от половых контактов в любом возрасте, должны бросить курить. Проблемы с эрекцией у курильщиков происходят на 85% чаще. Напомним,	BAD
http://politsovet.ru/66550-pravitelstvo-vydelilo-sverdlovskoy-oblasti-antikrizisnuyu-pomosch-na-5-milliardov-rubley.html	https://agenda-u.org/news/sverdlovskaya-i-chelyabinskaya-oblasti-poluchat-podderzhku-iz-gosbyudzheta	Правительство выделило Свердловской области «антикризисную помощь» на 5 миллиардов рублей	Свердловская и Челябинская области получат поддержку из госбюджета	Правительство России выделило Свердловской области 5 миллиардов рублей для покрытия доходов, недополученных из-за коронавируса.Как говорится в постановлении правительства, всего регионам выделено 100 миллиардов рублей. Деньги предназначены «для компенсации снижения поступления налоговых и неналоговых доходов консолидированных бюджетов субъектов Российской Федерации в связи с пандемией новой коронавирусной инфекции».Свердловская область получит из федерального бюджета 5,07 миллиарда рублей. Это не самая большая субсидия: некоторым регионам правительство выделило более значительные суммы. Так, Башкортостан получит 8 миллиардов рублей, Татарстан — 13,6 миллиарда, Краснодарский край — 6,8 миллиарда, Пермский край — 5,4 миллиарда рублей, Кемеровская область — 9 миллиардов рублей.	Правительство России выделило 100 млрд. рублей на поддержку регионов. В общей сложности средства получат 56 субъектов, в которых налоговые и неналоговые поступления по состоянию на 1 мая ткущего года оказались ниже поступлений за два предыдущих года. Согласно документу, опубликованному на сайте кабмина, регионы получат дотации компенсирующие снижение доходов бюджетов. Объем средств для каждого из субъектов определяется с учетом первоочередных расходов региональных бюджетов. Отмечается, что данная мера поможет сбалансировать консолидированные бюджеты в регионах в условиях экономических ограничений, связанных с эпидемиологической ситуацией. Среди регионов Уральского федерального округа дотации достанутся Свердловской области - около 5 млрд. рублей и Челябинской области в размере 2,5 млрд. Фото: архив ИА «Повестка Дня»	OK
https://rueconomics.ru/443769-aksenov-na-fone-pandemii-podpisal-ukaz-o-platnom-prebyvanii-turistov-v-observatorah	https://moe-belgorod.ru/news/society/1065159	Аксенов на фоне пандемии подписал указ о платном пребывании туристов в обсерваторах	В Крыму туристов изолируют и заставят платить за обсерваторы	Глава Крыма Сергей Аксенов подписал поправки в указ о мерах повышенной готовности. Он усилил меры безопасности при въезде жителей других регионов на полуостров. В соответствии с документом, с 24 мая пребывание в обсерваторах полуострова становится платным. Речь идет о людях, которые приехали в Крым без конкретной цели и обязательной изоляции сроком 14 календарных дней со дня прибытия. Работодатели должны оплатить командировку в Крым и расходы обсерваторов, связанные с обследованием на наличие COVID-19. Напомним, что первые случаи выявленного нового типа коронавируса были обнаружены на территории китайского города Ухань в конце 2019 года. Читайте нас в Яндексе	Приехавших в Крым отдыхающих поместят на 14 дней в обсерваторы и заставят за них заплатить. Об этом заявил глава республики Сергей Аксенов. Он пояснил, что это меры по борьбе с коронавирусом. И скоро соответствующие поправки внесут в местные законы. Если турист не сможет сразу заплатить за свою изоляцию, его обяжет это сделать суд, говорит Аксёнов.  Такие намерения крымских властей вызвали бурю негодования среди поклонников этого курорта. Некоторые россияне даже обратились в генеральную прокуратуру с требованием оценить действия руководства республики.  Местное правительство обязало санатории, гостиницы и отели отсрочить возможность бронирования номеров вплоть до начала июня 2020 года. Ситуация может измениться только к середине лета.  Дикарём отдохнуть тоже вряд ли получится. Как рассказали в туристическом клубе ПИК в Воронеже, организующем пешие и морские походы по Крыму, туристические группы формироваться продолжают, но есть вероятность, что мероприятия будут отменены. Дело в том, что в аэропортах и на вокзалах гостей полуострова сейчас встречают санитарные врачи и в обязательном порядке сажают на двухнедельный карантин. Независимо от того, приехал ли ты по делу, по путёвке или с рюкзаком и палаткой. Сейчас в Крыму зарегистрировано 340 случаев новой коронавирусной инфекции. Выздоровели за весь период 153 человека.	OK
https://www.livekuban.ru/news/obshchestvo/krasnodarskiy-kray-ne-voshel-v-top-luchshikh-regionov-po-effektivnoy-borbe-s-koronavirusom/	https://politexpert.net/198012-rossiya-pobedit-koronavirus-k-koncu-leta-bokeriya	Краснодарский край не вошел в топ лучших регионов по эффективной борьбе с коронавирусом	Россия победит коронавирус к концу лета — Бокерия	Из шести номинаций его нет ни в одной тройке лидеров. Экспертный институт социальных исследований (ЭИСИ) опубликовал рейтинг наиболее эффективных мер российских регионов по борьбе с коронавирусом и последствиями пандемии. Лучшие практики разделены на шесть блоков: «Меры по обеспечению эффективной работы системы здравоохранения», «Меры по профилактике и нераспространению коронавируса», «Солидарность общества», «Меры поддержки медицинского персонала», «Меры поддержки предприятий и их работников» и «Меры поддержки семьи и детей». Краснодарский край не попал ни в один из блоков. Это ставит под вопрос эффективность принимаемых антикоронавирусных мер на Кубани. Ранее «Живая Кубань»писала, что в Краснодарском крае выявлено 90 новых случаев коронавируса. Самые важные новости теперь в нашем Telegram-канале. Подписывайтесь, чтобы не пропустить: https://ttttt.me/live_kuban	"""Победа над коронавирусом может быть одержана к концу лета. Об этом заявил НМИЦ сердечно-сосудистой хирургии имени Бакулева Лео Бокерия. Академик РАН, президент общероссийской общественной организации """"Лига здоровья нации"""" в интервью РИА Новости выразил мнение, что к концу лета зараза будет побеждена. Ранее глава Роспотребнадзора Анна Попова сообщила, что ситуация с пандемией в РФ стабилизировалась. При этом она отметила, что число скончавшихся с выявленным коронавирусом будет расти, несмотря на снижение зафиксированных случаев. Статус пандемии был присвоен новому типу коронавируса с 11 марта представителями ВОЗ."""	BAD
https://nbnews.com.ua/ekonomika/2020/05/25/massovoe-zakrytie-shakht-na-donbasse-v-kabmine-rasskazali-o-kollapse-v-biudzhetakh-l-dnr/	https://from-ua.com/news/550016-nedolgo-im-ostalos-zakritie-shaht-v-ordlo-grozit-kollapsom-byudzhetnoi-i-socialnoi-sfer.html	Массовое закрытие шахт на Донбассе: в Кабмине рассказали о коллапсе в бюджетах «Л/ДНР»	Недолго им осталось: закрытие шахт в ОРДЛО грозит коллапсом бюджетной и социальной сфер	В Кабинете Министров Украины заявили, что закрытие шахт на оккупированном Донбассе приводит к настоящему коллапсу в бюджетах так называемых «Л/ДНР». Об этом сообщает НБН, ссылаясь на пресс-службу Министерства по вопросам временно оккупированных территорий. Министерство по вопросам временно оккупированных территорий проанализировало закрытие шахт на территории ОРДЛО. В министерстве считают, что так называемая «реструктуризация угольных предприятий», которую проводят «власти Л/ДНР» лишь усугубит и без того сложное экономическое положение жителей ОРДЛО. В Кабмине считают, что закрытие шахт на территории ОРДЛО приведет к полному коллапсу экономики незаконных республик. Ведь, если ранее шахты хоть как-то пополняли бюджеты «республик», то теперь этого не будет. В правительстве уверены, что в ОРДЛО будут расти долги перед шахтерами, которые, как известно, «власти» так называемых «Л/ДНР» еще не покрыли. Кроме того в правительстве озвучили долги на главных угольных предприятиях. Например, долги на «Артемуголь» составляют 267 млн. рублей, еще больше на «Торезантрацит» — 370 млн. рублей. Как известно, в начале мая 2020 года, в так называемой «ЛНР» шесть дней подряд бастовали шахтеры шахты «Никанор-Новая». Они требовали, чтобы им выплатили задолженность по зарплате. Известно, что шахтеры не получали зарплат в полном объеме еще с октября 2019 года. На шестой день забастовки, шахтерам выплатили задолженность по зарплате, но только за октябрь и ноябрь 2019 года. Позже власти «ЛНР» заявили о частичной консервации угольных предприятий в «республике». Вслед за «ЛНР», в «ДНР» приняли решение о «реструктуризации» шахт. Иными словами речь идет о закрытии предприятий. Как сообщал ранее информационный ресурс «Макеевские толчки» в так называемой «ДНР» после «реструктуризации» шахт, без работы окажутся 7 тыс. шахтеров. Также мы сообщали, что информационный ресурс назвал «рабочую» дату открытия КПВВ на Донбассе.	"""Закрытие шахт на оккупированном Донбассе приближает коллапс бюджетной и социальной сферы. Задолженности по зарплатам там достигают сотен миллионов российских рублей. Об этом говорится в сообщении Министерства по вопросам реинтеграции временно оккупированных территорий, передает РБК-Украина. Сообщается, что местные жители крайне негативно воспринимают реорганизацию угольной отрасли, которая приведет к закрытию шахт и увольнению горняков. Это уже вызвало забастовку горняков шахты """"Никанор-Новая"""" в Зоринске, в последствие им выдали долги за два месяца из 20. Кроме того, в отдельных районах Донецкой области долги на ГП """"Макеевуголь"""" составляют 210 млн рос. рублей, """"Орджоникидзеуголь"""" - 350 млн рос. рублей, """"Артемуголь"""" - 267 млн рос. рублей, """"Торезантрацит"""" - 370 млн рос. рублей. """"Наряду с долгами по зарплате, угольные предприятия … накопили миллиардные долги по отчислениям в бюджеты временно оккупированных территорий Донецкой и Луганской областей Украины, что приближает коллапс бюджетной и социальной сферы"""", - говорится в сообщении. Напомним, ранее украинская сторона сообщала, что отдельные районы Донецкой и Луганской областей готовят массовые сокращения шахтеров. Только экстренная и самая важная информация на нашем Telegram-канале"""	OK
https://www.intermedia.ru/news/347608	https://nbnews.com.ua/kultura/2020/05/25/stali-izvestny-podrobnosti-rojdeniia-tretego-rebenka-konstantina-i-sofi-ernst/	Константин Эрнст стал отцом в четвертый раз	Стали известны подробности рождения третьего ребенка Константина и Софьи Эрнст	Генеральный директор Первого канала Константин Эрнст вновь стал отцом. Его жена Софья родила третьего ребенка, сообщил телеграм-канал «Героиня Татлера». Пол и имя новорожденного пока не раскрываются. - Софья Эрнст родила ребеночка. Ну и правильно, чем еще можно заниматься на карантине. Шутка! - говорится в сообщении. Константин Эрнст и Софья встречаются с 2013 года, а поженились они в 2017 году. Кроме новорожденного малыша, супругов есть две общие дочери-погодки - Эрика и Кира, родившиеся в 2016 и 2017 году, соответственно. От отношений с Анной Силюнас у Эрнста также есть взрослая дочь Александра, которая сейчас живет в Нью-Йорке.	Софья и Константин Эрнст В сети и прессе поздравляют 59-летнего генерального директора Первого канала Константина Эрнста и его 32-летнюю супругу Софью с рождением их третьего общего ребенка. По данным телеграм-канала «Героиня Татлера», несколько месяцев назад актриса родила, но не афишировала эту новость, а сегодня инсайдеры сообщили пол малыша. «Героиня Татлера» пишет, что у супругов родился сын. Константин Эрнст не комментирует свою личную жизнь, так что она окружена домыслами и догадками. О его романе с Софьей заговорили в 2013-году, а через четыре года СМИ сообщили, что пара узаконила отношения. Однако лишь в 2019-м актриса подтвердила информацию о своем браке с медиаменеджером. Софья и Константин Эрнст В 2016-м году Софья впервые стала мамой, родив дочь Эрику, а уже в следующем году на свет появился их с Эрнстом второй ребенок — дочь Кира. Помимо детей от Софьи, у генерального директора Первого канала есть 26-летняя дочь Александра, чьей мамой является театральный критик Анна Силюнас. По материалам: www.spletnik.ru	OK
https://for-ua.com/article/1199388	https://apostrophe.ua/news/economy/promyshlennost/2020-05-25/opz-ne-poluchaet-ejemesyachno-millionyi-dollarov-pribyili---ekspert/198245	Минус 7 млн долларов в месяц: Зеленский со Шмыгалем наступают на грабли с Одесским припортовым заводом	ОПЗ не получает ежемесячно миллионы долларов прибыли - эксперт	По оценкам специалистов, Одесский припортовый завод ежемесячно недополучает 7 млн долларов прибыли – из-за сомнительных схем продолжения контрактов. Об этом на своей странице в Facebook сообщил политический эксперт Алексей Голобуцкий. По данным из открытых источников, Одесский припортовый завод заключил контракт с «АгроГазТрейдинг» на переработку сырья в прошлом году, затем контракт был продлен несколько раз. «В последний раз, например, в марте этого года, был проведен якобы прозрачный конкурс, на котором победителем стала компания «Укрнефтебурение» с предложением за переработку тонны карбамида 77 долларов. Второе место заняла «АгроГазТрейдинг», которая давала 67,5 долларов. И что вы думаете, Наблюдательный совет ОПЗ отменила результаты конкурса из-за «рискованности предложения» «Укрнефтебурение», – отметил Голобуцкий. Далее, по его словам, начало происходить что-то непонятное. «Наблюдательный совет обновляет состав Правления ОПЗ, и это новое Правление продолжает соглашение с АГТ до 30 июня, но по цене за переработку карбамида... 51 доллар. Это существенно меньше, чем эта компания предлагала на конкурс! Новый конкурс был назначен на 1 мая, но из-за «карантина» перенесен на 10 июня. По оценкам экспертов, за время действия продленной соглашения ОПЗ ежемесячно недополучает прибыли 7 миллионов долларов», – отметил Голобуцкий. По мнению эксперта, у каждого президента есть свои грабли, но есть и общие для всех. «У Зеленского на одни из них продолжают наступать – это Одесский припортовый завод. Власть молчит. То есть грабли на месте – на них продолжают наступать и Президент Зеленский, и Премьер Шмыгаль, и другие представители команды», – отметил эксперт. Сейчас, по словам эксперта, Одесский припортовый завод решил вынести на обсуждение условия конкурса и обнародовал их. «Похоже, что условия конкурса выписаны самой компанией АГТ. Конечно расчет идет на то, или никто не придет на такой «прозрачный» конкурс, или затягивается время для проведения нормального прозрачного отбора. В который раз АГТ получит продление договора с ОПЗ на глазах у международных и отечественных игроков, которые готовы предложить лучшие условия, чем они. То есть ОПЗ потеряет еще больше на сомнительных сделках», – написал Голобуцкий. Как отмечает в своем посте эксперт, пока счета Одесского припортового завода арестованы, а завод работает по так называемой давальческой схеме: заказчик поставляет свое сырье, а затем получает готовую продукцию. Завод зарабатывает на переработке.	"""Одесский припортовый завод ежемесячно недополучает 7 млн долларов прибыли - из-за сомнительных схем продолжения контрактов. Об этом в Facebook сообщил политический эксперт Алексей Голобуцкий. По данным из открытых источников, Одесский припортовый завод заключил контракт с """"АгроГазТрейдинг"""" на переработку сырья в 2019 году, затем контракт был продлен несколько раз. """"В марте был проведен якобы прозрачный конкурс, на котором победила компания """"Укрнефтебурение"""" с предложением за переработку тонны карбамида 77 долларов. Второе место заняла """"АгроГазТрейдинг"""", которая давала 67,5 долларов. Что вы думаете, Наблюдательный совет ОПЗ отменила результаты конкурса из-за """"рискованности предложения"""" """"Укрнефтебурение"""", – отметил Голобуцкий. После решения наблюдательного совета, по его словам, начало происходить что-то непонятное. """"Наблюдательный совет обновляет состав Правления ОПЗ, новое Правление продолжает соглашение с АГТ до 30 июня, но по цене за переработку карбамида 51 доллар. Это меньше, чем компания предлагала на конкурс! Новый конкурс назначен на 1 мая, но из-за карантина перенесен на 10 июня. По оценкам экспертов, за время действия соглашения ОПЗ ежемесячно недополучает прибыли 7 млн долларов"""", – отметил Голобуцкий. Как заметил эксперт, """"у каждого президента есть свои грабли, но есть и общие для всех"""". """"У Зеленского на одни из них продолжают наступать – это Одесский припортовый завод. Власть молчит. Грабли на месте – на них продолжают наступать и президент Зеленский, и премьер Шмыгаль, и другие представители команды"""", – отметил эксперт. Сейчас, по словам эксперта, Одесский припортовый завод решил вынести на обсуждение условия конкурса и обнародовал их. """"Похоже, что условия конкурса выписаны самой компанией АГТ. Расчет идет на то, что или никто не придет на такой """"прозрачный"""" конкурс, или затягивается время для проведения прозрачного отбора. В который раз АГТ получит продление договора с ОПЗ на глазах у международных и отечественных игроков, которые готовы предложить лучшие условия, чем они. То есть ОПЗ потеряет еще больше на сомнительных сделках"""", – написал Голобуцкий. Как отмечает эксперт, пока счета Одесского припортового завода арестованы, а завод работает по """"давальческой схеме"""": заказчик поставляет сырье и получает готовую продукцию. Завод зарабатывает на переработке."""	OK
https://www.bitbetnews.com/news-crypto/chislo-koshelkov-na-kotoryh-hranitsja-eth-prevysilo-40-mln.html	https://www.finversia.ru/news/markets/kolichestvo-adresov-eth-s-balansom-vyshe-nulya-vyroslo-v-3-5-raza-s-yanvarya-2018-goda-75819	Число кошельков, на которых хранится ETH превысило 40 млн — bitbetnews	Количество адресов ETH с балансом выше нуля выросло в 3,5 раза с января 2018 года	Аналитическая компания Glassnode сообщила в своем Twitter о числе адресов Ethereum, в которых хранится хотя бы немного ETH. По данным компании, их количество превысило 40 млн. Стоит отметить, что данный показатель более чем на 350% больше по сравнению с пиком предыдущего бычьего рынка, когда за один день было создано более 355 726 ETH-кошельков. Напомним, 15 января 2018 года цена Ethereum достигла своего исторического максимума в 1365 долларов. Стоит отметить, что ведущий альткоин упал более чем на 85% по сравнению со своим рекордным максимумом. На момент написания ETH торгуется на уровне $202, а его суточный обьем торгов составляет $12 195 587 294, согласно данным Сoinmarketcap.	Общее число адресов ETH с балансом выше нуля выросло в 3,5 раза с января 2018 года, когда рыночная стоимость криптовалюты достигла исторического максимума. Об этом свидетельствуют данные аналитической компании Glass Node. Согласно графика, стремительный рост числа адресов с ETH пришелся на период взлета стоимости криптовалюты выше $1400. Несмотря на последующий обвал цены, число таких адресов продолжает стабильно расти по сей день. Аналитическая компания Weiss Crypto Ratings приводит не менее интересные данные. Согласно исследованию, Ethereum обгоняет биткоин по числу адресов с положительным балансом и количеству активных пользователей. У Ripple, в свою очередь, число активных пользователей в 140 раз ниже, чем у BTC. Технический анализ биткоина (BTC): За прошедшие выходные цена биткоина опустилась к нижнему уровню поддержки 8600 $, нашего ценового канала. Наш последний прогноз о нахождение цены биткоина в боковике с диапазоном цены 8800-9350 $ оказался верным. Сейчас стоимость биткоина 8740 $. В дальнейшем, мы прогнозируем снижение цены биткоина. Ближайшие уровни сопротивления 9000, 9200, 9400, 9700, 9840, 9950, 10 000, 10250, 10500 $. Ближайшие уровни поддержки 8600, 8150, 7900, 7600,7500 $. Технический анализ Эфира (ETH): За прошедшие выходные цена эфира выросла немного выше, чем мы предполагали, к уровню сопротивления 210 $. Сейчас стоимость эфира 202 $. В дальнейшем, мы прогнозируем снижение цены эфира. Ближайшие уровни сопротивления 205, 209, 212,216, 218, 226, 245 $. Ближайшие уровни поддержки 200, 198, 193,189,186,183, 178, 174, 169 $. Технический анализ Рипл (XRP): За прошедшие выходные цена рипла в боковике с диапазоном цены 0,19-0,20 $. Наш последний прогноз оказался верным. Сейчас стоимость рипла 0,1930 $. В дальнейшем, мы прогнозируем снижение цены рипла. Ближайшие уровни сопротивления 0,1950, 0,2, 0,2020, 0,2060, 0,21, 0,2150, 0,22, 0,23, 0,2350 $. Ближайшие уровни поддержки 0,19, 0,1820 $.	OK
https://ria.ru/20200525/1571974854.html	https://tvzvezda.ru/news/vstrane_i_mire/content/20205252035-fz881.html	ВОЗ предупредила о втором пике коронавируса	ВОЗ: мир находится только в середине первой волны коронавируса	"""ЖЕНЕВА, 25 мая — РИА Новости, Елизавета Исакова. Мир находится в середине первой волны COVID-19, заявил на брифинге в Женеве директор программы ВОЗ по чрезвычайным ситуациям в области здравоохранения Майкл Райан.""""Реальное количество людей, которые были заражены в каждой стране, остается относительно малым. И когда мы говорим о второй волне заболевания в классическом понимании, то всегда имеем в виду, что у нас есть первая волна, кривая которой сама снижается, а затем, через несколько месяцев, начинается новая волна заболевания"""", — сказал он.По словам Райана, это может быть справедливо для некоторых стран сегодня, однако в глобальном масштабе первая волна еще не завершилась. Райан отметил, что вероятность появления второй волны, которая может быть связана и осложнена сезоном гриппа, возможно будет оценить позднее в этом году.По последним данным ВОЗ, в мире зафиксировано свыше 5,3 миллиона случаев заболевания, умерли более 342 тысяч человек.Актуальные данные о ситуации сCOVID-19в России и мире представлены на порталестопкоронавирус.рф."""	Директор программы Всемирной организации здравоохранения по чрезвычайным ситуациям в области здравоохранения Майкл Райан заявил, что мир находится только в середине первой волны распространения коронавируса. По его словам, реальное количество людей, которые были инфицированы COVID-19 в каждой стране, остается относительно малым. Также он отметил, что на данный момент делать выводы рано, так как «мы можем получить второй пик в этой волне», пишет РИА Новости. Так, подобное уже происходило в 1919 году с «испанкой», однако вероятность появления второй волны коронавируса, которая может быть связана и осложнена сезоном гриппа, возможно будет оценить позднее. По последним данным ВОЗ, в мире были заражены 5 407 613 человек, из которых 2 168 563 выздоровели, 345 059 - скончались.	OK
https://nikvesti.com/news/public/189064	https://nikcenter.org/newsItem/58550	Николаевский областной центр экстренной медпомощи получил от НСЗУ больше полутора миллиона гривен за лечение коронавирусных больных	Нацслужба здоровья заплатила николаевскому Центру экстренной медпомощи больше 1,5 млн грн за лечение больных COVID-19	Николаевский областной центр экстренной медицинской помощи получил 1 миллион 532 тысячи 618 гривен за лечение 126 человек с коронавирусной инфекцией. Об этом сообщает пресс-служба Национальной службы здоровья Украины. Уже подписано 24 договора с учреждениями области по пакету «Медицинская помощь, которая предоставляется мобильными медицинскими бригадами, созданными для реагирования на оструюреспираторную болезнь COVID-19». Ранее сообщалось, что Снигиревская центральная районная больница получила лицензию Национальной службы здоровья Украины.	Николаевский областной центр экстренной медицинской помощи получил 1 млн 532 тыс. грн за лечение 126 человек с коронавирусной инфекцией. Об этом сообщает пресс-служба Национальной службы здоровья Украины. Уже подписано 24 договора с учреждениями области по пакету «Медицинская помощь, которая предоставляется мобильными медицинскими бригадами, созданными для реагирования на острую респираторную болезнь COVID-19». Ранее Центр сообщал, что за апрель Нацслужба здоровья выплатила 124 млн грн всем 25 центрам экстренной медицинской помощи, которые ранее заключили договоры в рамках пакета по предоставлению помощи пациентам с COVID-19. Также в НСЗУ заявили, что лечение всех случаев заражения коронавирусом должно быть бесплатным.	OK
https://pluggedin.ru/open/raskryta-pervaya-besplatnaya-igra-PS-Plus-v-ine-2020-24349	https://kanobu.ru/news/podpischiki-psplus-smogut-zagruzit-call-ofduty-wwii-sovershenno-besplatno-424496/?utm_referrer=https%3A%2F%2Fzen.yandex.com	Раскрыта первая бесплатная игра PS Plus в июне 2020	Call of Duty: WWII в подарок. Подписчикам PS Plus крупно повезло	Сегодня PlayStation сообщили, что Call of Duty: WWII не только станет частью июньской линейки PlayStation Plus, но и будет доступна для загрузки раньше, чем обычно. Люди, подписавшиеся на сервис, могут получить новую бесплатную игру, уже завтра, 26 мая. Примечательно, что объявление было сделано в День поминовения, федеральный праздник Соединенных Штатов в честь погибших военных. По словам PlayStation, Call of Duty: WWII явялется лишь частью ежемесячной подборки, что само по себе не является неожиданным. Как правило, PlayStation Plus предлагает как минимум две видеоигры бесплатно каждый месяц. В этот раз их будет три, судя по всему. Остальные игры будут раскрыты позже на этой неделе. Следите за обновлениями.	С завтрашнего дня все подписчики PS Plus смогут загрузить Call of Duty: WWII. Игра будет доступна в рамках июньской подборки бесплатных игр. Однако, что еще получат пользователи подписки, станет известно несколько позже. Call of Duty: WWII — это очередная часть бесконечного милитари-шутера от Activision, которая на этот раз отправляет игроков не в будущее, а в прошлое — во времена Второй Мировой войны. Игрокам вновь предстоит пережить операцию Market Garden, высадку в Нормандии, пройти по Западной Европе и сокрушить нацистскую Германию. Ранее сегодня в сети появилась информация, что в июне 2020 года подписчики PlayStation Plus получат бесплатно Dead Cells и Doom (2016). Само собой, это лишь догадки, появляющиеся в каждом месяце.	OK
